Proposta,Eixo
"Segurança pública possui como alicerces principais: aliança comunitária, transparência,  cuidado  com  pessoas,  grupos  e  temáticas  sensíveis  (reeducandos, crianças,  mulheres,  idosos,  deficientes,  meio  ambiente,  dentre  outros),  apoio  aos profissionais, refletindo o modo social de fazer segurança. As palavras-chave",Segurança
"Viabilizar  apoios  para  uma  maior  aproximação  com  a  comunidade,  por  meio  de conselhos de segurança, rondas e visitas comunitárias;",Segurança
Promover reforço efetivo de policiamento no município;,Segurança
Apoiar a classe policial no município;,Segurança
"Revitalizar e Apoiar as  ações do Conselho Municipal de Segurança, na implantação do de programas voltados;",Segurança
Valorização e Apoio as ações do Conselho Tutelar e Conselheiros;,Segurança
Viabilizar  e  firmar  parceria  com  a  Secretaria  Estadual  de  Segurança  para  o  bom funcionamento da Companhia de Polícia Militar.,Segurança
"Implantar sistema de monitoramento através da instalação de câmeras em torres de observação nas principais vias de acesso, que enviarão imagens de toda cidade em tempo real para uma central da Guarda Municipal;",Segurança
"Implementar convênio com o Estado para  o  aumento  de  efetivo  da  Polícia  Civil  e  Militar,  com  o  reestudo  do  convênio  de segurança e trânsito;",Segurança
Ampliar e consolidar programas e ações que garantam mais segurança para a população.,Segurança
CRIAÇÃO DE GUARDA MUNICIPAL,Segurança
"VALORIZAÇÃO E PRESERVAÇÃO DO PATRIMÔNIO PÚBLICO COM INSTALAÇÃO DE SISTEMAS DE VIDEOMONITORAMENTO  NAS  PRINCIPAIS  VIAS  DE  ACESSO  À  CIDADE,  NAS  PRAÇAS  E  PRÉDIOS  PÚBLICOS  COM  CÂMERAS QUE ENVIARÃO IMAGENS EM TEMPO REAL PARA UMA CENTRAL DA GUARDA MUNICIPAL.",Segurança
IMPLANTAÇÃO DE VIGILÂNCIA COMUNITÁRIA NAS LOCALIDADES MAIS POPULOSAS.,Segurança
"APOIO ATRAVÉS DE CONVÊNIO JUNTO AS POLICIAS (CIVIL E MILITAR) PARA COMBATE A INFRAÇÕES, CONTRAVENÇÕES E CRIMES NO MUNICÍPIO DE ANGICAL DO PIAUÍ.",Segurança
SOLICITAÇÃO DE IMPLANTAÇÃO DE UMA COMPANHIA INDEPENDENTE DA POLÍCIA MILITAR NO MUNICÍPIO.,Segurança
Garantir iluminação pública de qualidade em toda a cidade para uma melhor atuação da polícia militar e um maior conforto e segurança dos moradores;,Segurança
"Instalar  câmeras  de  segurança,  que  enviarão  imagens  de  toda  cidade  em  tempo  real para policia militar;",Segurança
"Implementar  convênio  com  o  Estado  para  o  aumento  de  efetivo  da  Policia  Militar, através de  convênio com o Estado;",Segurança
"Implantar  a  Política  Municipal  Integrada  de  Prevenção  à  Violência,  a cultura  de  paz  na  cidade  e  as  iniciativas  de  mediação  de  conflitos  nas comunidades de São Miguel do Tapuio;",Segurança
Implantar do Sistema de Monitoramento nos prédios públicos para garantir maior segurança;,Segurança
Criar a Guarda Municipal com atuação organizada e monitorada diariamente;,Segurança
Realizar parceria com o Governo do Estado para reforma e restruturação da Sede da Polícia Militar localizado na Rua Coletor José de Araújo;,Segurança
"Produzir e publicar materiais, eventos e campanhas para tratar de temas relacionados ao enfrentamento do machismo, do feminicídio, da translesbofobia e da violência contra as mulheres e ao empoderamento do público feminino;",Segurança
Viabilizar o projeto e canalizar verbas para construção de espaço adequado para o funcionamento da creche de tempo integral na sede do município.,Educação
Priorizar  investimentos  para  os  projetos  e  iniciativas  pedagógicas  das  instituições escolares.,Educação
"Regularizar  e  redefinir  a  avaliação  da  rede  pública  municipal  (Prova  SAREME2), considerando seus dados e resultados como parâmetros para a proposição de ações, formação  continuada  para  os  servidores,  docentes  e  gestores  e  articulação  de estratégias para aproximar as famílias das escolas.",Educação
"Definição da política municipal de educação para o alcance das metas no âmbito: da alfabetização das crianças até os sete (07) anos de idade, elevação dos índices de participação  e  da  média  nas  avaliações  externas  (SAEB3)  e  consequentemente melhorar o desempenho no IDEB4 e no IOEB5.",Educação
Definir  estratégias  para  eliminar  horários  ociosos  durante  o  período  de  atividades letivas.,Educação
Equipar as escolas e oferecer capacitação docente para os profissionais interagirem os processos tecnológicos a suas práticas docentes.,Educação
"Realizar  busca  ativa  nas  comunidades  para  melhorar  os  índices  de  matrículas  na rede municipal, mediante o compromisso por uma educação pública de qualidade.",Educação
"Atualizar  o  projeto  para  a  educação  especial  e  inclusiva,  instituindo  uma  política municipal centrada nas necessidades dos aprendizes.",Educação
Apoiar  a  qualificação  de  profissionais  docentes  do  quadro  efetivo  enquadrados  no atendimento de alunos neurodiversos.,Educação
"Discutir  a  aquisição  de  uma  plataforma  educacional  virtual  com  ferramentas  e ambientes de aprendizagem e interação acessíveis aos professores, alunos/famílias.",Educação
Reformar  as  Unidades  Escolares  com  estrutura  física  defasada  ou  ampliar  as Unidades  Escolares  que  atualmente  encontram-se  com  espaço  insuficiente  para atender os alunos matriculados;,Educação
Realizar concurso público para o preenchimento de vagas remanescentes no cargo efetivo de professor da rede pública de ensino;,Educação
"Promover uma educação inclusiva, com a adequação das instalações, contratação de profissionais de apoio, agenda de capacitação profissional, ensino de libras, ações de acolhimento  a  esses  alunos,  promoção  de  ações  voltadas  ao  convívio  social  na comunidade escolar e diálogo estreito com a família;",Educação
"Organizar eventos esportivos, educacionais e culturais nas escolas, como gincanas culturais, torneios esportivos interclasses e intercolegiais, semanas culturais, com apresentações artísticas, concursos educacionais de redação, português, matemática e demais matérias;",Educação
"Promover a constante avaliação da educação e dos profissionais da educação, com a valorização dos mais bem avaliados por meio de pagamento de 14º salário e apoio à especialização;",Educação
"Valorizar e premiar a excelência na educação, por meio de prêmios (como notebooks, bicicletas e outros) e apoio à família dos melhores alunos e vencedores de concursos e torneios desenvolvidos;",Educação
Promover o debate acerca da adoção do ensino em tempo integral na rede municipal de educação;,Educação
"Desenvolver  programas  de  ensino  técnico  e  profissionalizante  de  jovens,  voltado para  as  necessidades  modernas  de  emprego,  como  mídias  digitais,  áudio  e  vídeo, informática e outros.",Educação
Promoção de melhoria na estrutura física e nos equipamentos das escolas e creches;,Educação
"Garantia de transporte digno e eficiente aos estudantes que se deslocam dos povoados para a sede municipal, buscando a substituição da frota de ônibus escolares;",Educação
Realização de cursos de formação continuada para os professores;,Educação
Projetos de intensificação de melhoria da educação básica;,Educação
Implantação do Programa de Informática nas escolas;,Educação
Ampliar o número de vagas para educação infantil;,Educação
Reconstrução da Unidade Escolar Municipal “Severo Eulálio”;,Educação
Garantir a manutenção da qualidade da merenda escolar;,Educação
Ampliar a oferta de ensino em tempo integral;,Educação
Valorizar a carreira dos profissionais que integram o quadro de servidores da rede municipal de ensino;,Educação
Pagamento de 60% (sessenta porcento) dos recursos oriundos do precatório do FUNDEF aos professores da rede que fizerem jus;,Educação
"Garantir  vagas  para  todas  as  crianÁas  de  0  ao  5  ano  na  rede  municipal  de  ensino, promovendo o pleno atendimento dos educandos em creches e prÈ-escolas.",Educação
"Promover o aperfeiçoamento de todos os profissionais da rede municipal de ensino e adequar o plano de Cargos e Salários dos profissionais de educaçãoo, a fim de garantir a qualidade do ensino e melhoria da qualidade de vida da sociedade.",Educação
Ampliar e melhorar o transporte escolar para os alunos da rede municipal de ensino com o atendimento em todas as localidades da zona rural.,Educação
"Garantir a qualidade da merenda escolar, garantindo a compra de produtos  da agricultura familiar.",Educação
Garantir aos estudantes egressos do ensino mÈdio  o ingresso nos sistemas de cursos tÈcnico  e  superior  em  outros  municÌpios  com  o  suporte  atravÈs  do  transporte  escolar,Educação
"adequado, de aluguel em casas de apoio e ofertas de bolsas de estudos.",Educação
Garantir a distribuiçao de fardamento para todos os estudantes da rede municipal de ensino.,Educação
"Buscar parceria com o governo estadual e federal para ampliaçao da oferta de novos cursos  da  UAPI,  garantindo  a  oferta  do  ensino  tÈcnico  e  superior  a  todos  os  cidadoes  e  cidadoes franciscomacedense.",Educação
Implantar  escola  de  tempo  integral  para  toda  a  rede  Municipal  de  Ensino  para garantir a polÌtica nacional de educaçao.,Educação
Valorizar os profissionais da Educação;,Educação
"Implementar padrões básicos de infraestrutura física, material e de pessoal nas escolas públicas;",Educação
Fortalecer os programas de formação continuada de profissionais de educação e estabelecer bonificações por méritos e desempenho;,Educação
Implementar a escola de educação integral em tempo integral em100% das escolas e turmas;,Educação
"Ampliar e fortalecer o protagonismo juvenil, estimulando monitorias dos chamados agentes educacionais e articulando-os com os programas de pagamento de bolsas;",Educação
"Ampliar a quantidade de Centros de Interação Escola, Família e Comunidade;",Educação
Ampliar e Fortalecer  as ações Intersetoriais e parcerias com instituições públicas e privadas;,Educação
Criar o Centro de Formação para os profissionais da educação;,Educação
Implementar o Núcleo de atendimento especializado da pessoa com deficiência de Domingos Mourão;,Educação
Implementar reajustes superiores a inflação e de forma diferenciada para categoria do magistério;,Educação
Implantar esportes olímpicos nas escolas como o judô;,Educação
Entregar kit de irrigação para cada escola da rede municipal para que sejam ampliadas as ações e projetos de hortas na escola;,Educação
Perfurar poços tubulares nas escolas e implantar energia solar;,Educação
Implementar o preparatório municipal para o ENEM;,Educação
Ofertar aos estudantes universitários Casa de Apoio ao estudante nos municípios de Piripiri e Pedro II.,Educação
"Ampliar as turmas de Robótica, aulas de Informática, Educação Financeira, Empreendedorismo, através do Programa Avança Educação;",Educação
"Ampliar o acesso e valorizar o ensino profissionalizante, buscando incentivar a melhoria e expansão do ensino técnico e de serviços de assistência técnica e extensão rural;",Educação
"Promover a educação das relações étnico raciais, por meio da valorização da diversidade etnicorracional e cultural;",Educação
"Reconhecer a educação ambiental como processo continuado, permanente, formal e não formal, crítico, participativo e focado na formação de uma cidadania ativa em favor da sustentabilidade social.",Educação
"Promover políticas ativas de erradicação do analfabetismo entre as mulheres e os homens jovens, adultos e idosos.",Educação
"Implantar o Programa Alfabetiza Domingos Mourão tendo como meta a alfabetização de 100% das crianças e a redução do analfabetismo de jovens, adultos e idosos visando a elevação da escolaridade da população;",Educação
Ampliar as políticas de bonificações de alunos e respectivos professores com maior número de medalhas e certificados nas Olímpiadas externas.,Educação
Aquisição de mobiliários e equipamentos de informática;,Educação
Criar Centros Municipais de Educação Infantil – CMEIS com infraestrutura adequada ao atendimento das crianças da Educação Infanti em Tempo Integral (Creche e Pré – Escola);,Educação
Melhorar a Ampliar a Frota de Transporte Escolar garantindo conforto e segurança aos estudantes;,Educação
Melhorar a estrutura das Salas de Atendimento Educacional Especializado e ampliar a formação para Gestores e professores com foco na temática Educação Inclusiva;,Educação
Criar o Pré- Enem Municipal com preparação cognitiva e emocional com acompanhamento de Professores e Psicólogo.,Educação
Buscar junto ao Governo Estadual mais oferta de Cursos na Universidade Aberta;,Educação
Erradicar as turmas multisseriadas.,Educação
"Construir, Monitorar e Implementar o Novo Plano Municipal de Educação.",Educação
Adquirir uma caminhonete e uma moto para Secretaria de Educação;,Educação
